Équipe,Ligue,Prochain_Match,Form_Score,Form_Last_5_Str,Last_5_FT_Goals,FT Marque_Record,FT Marque_Annee_Record,FT Marque_EnCours,FT Marque_Pct,FT CS_Record,FT CS_Annee_Record,FT CS_EnCours,FT CS_Pct,FT No CS_Record,FT No CS_Annee_Record,FT No CS_EnCours,FT No CS_Pct,FT -0.5_Record,FT -0.5_Annee_Record,FT -0.5_EnCours,FT -0.5_Pct,FT +1.5_Record,FT +1.5_Annee_Record,FT +1.5_EnCours,FT +1.5_Pct,FT -1.5_Record,FT -1.5_Annee_Record,FT -1.5_EnCours,FT -1.5_Pct,FT +2.5_Record,FT +2.5_Annee_Record,FT +2.5_EnCours,FT +2.5_Pct,FT -2.5_Record,FT -2.5_Annee_Record,FT -2.5_EnCours,FT -2.5_Pct,FT +3.5_Record,FT +3.5_Annee_Record,FT +3.5_EnCours,FT +3.5_Pct,FT -3.5_Record,FT -3.5_Annee_Record,FT -3.5_EnCours,FT -3.5_Pct,FT Nuls_Record,FT Nuls_Annee_Record,FT Nuls_EnCours,FT Nuls_Pct,MT +0.5_Record,MT +0.5_Annee_Record,MT +0.5_EnCours,MT +0.5_Pct,MT -0.5_Record,MT -0.5_Annee_Record,MT -0.5_EnCours,MT -0.5_Pct,MT +1.5_Record,MT +1.5_Annee_Record,MT +1.5_EnCours,MT +1.5_Pct,MT -1.5_Record,MT -1.5_Annee_Record,MT -1.5_EnCours,MT -1.5_Pct
FC Alverca,Liga Portugal,Casa Pia AC (Ext) - 29/11,0.0,Pas assez de matchs,"2,4,4,2,2",6,2025,1,72.72727272727273,1,2025,0,18.181818181818183,4,2025,4,81.81818181818183,0,N/A,0,0.0,6,2025,6,90.9090909090909,1,2025,0,9.090909090909092,4,2025,0,63.63636363636363,2,2025,2,36.36363636363637,2,2025,0,27.27272727272727,4,2025,2,72.72727272727273,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
FC Arouca,Liga Portugal,SC Braga (Dom) - 01/12,0.0,Pas assez de matchs,"4,2,5,2,7",2,2025,1,54.54545454545454,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,3,2025,1,63.63636363636363,2,2025,0,36.36363636363637,3,2025,1,54.54545454545454,3,2025,0,45.45454545454545,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
FC Porto,Liga Portugal,Estoril Praia (Dom) - 30/11,0.0,Pas assez de matchs,"4,0,3,3,1",7,2025,3,90.9090909090909,4,2025,1,72.72727272727273,2,2025,0,27.27272727272727,1,2025,0,9.090909090909092,4,2025,0,72.72727272727273,1,2025,1,27.27272727272727,2,2025,0,63.63636363636363,1,2025,1,36.36363636363637,1,2025,0,18.181818181818183,4,2025,4,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Gil Vicente FC,Liga Portugal,CD Tondela (Dom) - 29/11,0.0,Pas assez de matchs,"3,2,4,1,2",8,2025,8,81.81818181818183,4,2025,0,72.72727272727273,1,2025,1,27.27272727272727,1,2025,0,9.090909090909092,4,2025,1,72.72727272727273,1,2025,0,27.27272727272727,1,2025,0,18.181818181818183,6,2025,2,81.81818181818183,1,2025,0,9.090909090909092,8,2025,2,90.9090909090909,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Moreirense FC,Liga Portugal,FC Famalicão (Dom) - 29/11,0.0,Pas assez de matchs,"3,5,3,2,3",5,2025,5,81.81818181818183,2,2025,0,27.27272727272727,6,2025,1,72.72727272727273,0,N/A,0,0.0,9,2025,9,90.9090909090909,1,2025,0,9.090909090909092,5,2025,1,63.63636363636363,3,2025,0,36.36363636363637,1,2025,0,18.181818181818183,4,2025,3,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Rio Ave FC,Liga Portugal,Santa Clara (Dom) - 30/11,0.0,Pas assez de matchs,"0,3,3,4,2",4,2025,1,72.72727272727273,2,2025,0,18.181818181818183,6,2025,3,81.81818181818183,1,2025,0,9.090909090909092,6,2025,4,90.9090909090909,1,2025,0,9.090909090909092,4,2025,0,63.63636363636363,2,2025,1,36.36363636363637,3,2025,0,36.36363636363637,5,2025,1,63.63636363636363,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
SC Braga,Liga Portugal,FC Arouca (Ext) - 01/12,0.0,Pas assez de matchs,"1,2,4,3,3",4,2025,4,81.81818181818183,2,2025,0,27.27272727272727,6,2025,2,72.72727272727273,0,N/A,0,0.0,4,2025,4,81.81818181818183,1,2025,0,18.181818181818183,4,2025,3,63.63636363636363,4,2025,0,36.36363636363637,2,2025,0,27.27272727272727,4,2025,2,72.72727272727273,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
SL Benfica,Liga Portugal,CD Nacional (Ext) - 29/11,0.0,Pas assez de matchs,"3,0,5,3,4",7,2025,3,90.9090909090909,3,2025,0,54.54545454545454,2,2025,1,45.45454545454545,1,2025,0,9.090909090909092,6,2025,3,81.81818181818183,1,2025,0,18.181818181818183,3,2025,3,63.63636363636363,1,2025,0,36.36363636363637,1,2025,1,18.181818181818183,8,2025,0,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Santa Clara,Liga Portugal,Rio Ave FC (Ext) - 30/11,-3.0000000000000004,"D, D, V, D, D","2,1,1,3,3",12,2025,2,65.48672566371681,4,2025,0,26.10619469026549,16,2023,4,73.89380530973452,2,2025,0,7.52212389380531,10,2025,2,67.69911504424779,6,2025,0,32.30088495575221,6,2025,2,44.24778761061947,11,2025,0,55.75221238938053,4,2018,0,18.58407079646018,38,2025,38,81.41592920353983,3,2022,0,23.893805309734514,15,2022,0,63.27433628318584,7,2025,1,36.72566371681416,3,2024,0,27.43362831858407,15,2022,1,72.56637168141593
Sporting CP,Liga Portugal,Estrela Amadora (Dom) - 30/11,0.0,Pas assez de matchs,"1,2,3,2,3",11,2025,11,100.0,2,2025,0,54.54545454545454,3,2025,1,45.45454545454545,0,N/A,0,0.0,6,2025,4,90.9090909090909,1,2025,0,9.090909090909092,5,2025,1,63.63636363636363,2,2025,0,36.36363636363637,2,2025,0,18.181818181818183,8,2025,8,81.81818181818183,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Atalanta,Serie A,Fiorentina (Dom) - 30/11,-3.8000000000000003,"D, D, N, N, N","2,1,1,3,3",25,2020,0,77.68456375838926,6,2011,0,29.53020134228188,13,2023,8,70.46979865771812,2,2025,0,7.718120805369128,35,2024,2,78.85906040268456,6,2011,0,21.140939597315437,9,2020,2,51.51006711409396,12,2025,0,48.48993288590604,5,2020,0,28.859060402684566,18,2014,16,71.14093959731544,5,2011,0,26.006711409395972,17,2024,0,66.94630872483222,7,2011,1,33.053691275167786,6,2024,0,35.23489932885906,13,2023,5,64.76510067114094
Bologna,Serie A,Cremonese (Dom) - 01/12,16.2,"V, V, N, N, V","0,4,4,2,2",12,2020,4,68.6241610738255,4,2025,2,28.355704697986578,41,2020,0,71.64429530201343,3,2023,0,9.563758389261745,15,2020,4,72.81879194630872,6,2025,0,27.181208053691275,11,2019,0,46.14093959731543,9,2018,2,53.85906040268457,4,2025,0,24.664429530201343,18,2015,2,75.33557046979867,5,2021,0,29.36241610738255,23,2021,0,63.59060402684564,8,2025,3,36.40939597315436,5,2013,0,30.201342281879196,14,2011,3,69.79865771812081
Cagliari,Serie A,Juventus (Ext) - 29/11,-1.4000000000000004,"N, D, D, N, D","3,2,2,0,0",16,2019,0,66.2751677852349,4,2011,2,20.80536912751678,24,2017,0,79.19463087248322,2,2025,2,8.053691275167784,25,2016,0,75.83892617449665,3,2024,2,24.161073825503358,16,2016,0,50.167785234899334,9,2021,4,49.832214765100666,4,2021,0,25.0,20,2019,6,75.0,5,2022,0,26.677852348993287,12,2024,0,67.4496644295302,7,2025,7,32.5503355704698,4,2020,0,28.859060402684566,15,2025,15,71.14093959731544
Como,Serie A,Torino (Ext) - 24/11,12.200000000000001,"N, N, V, N, V","4,0,0,0,0",14,2025,0,75.0,4,2025,4,23.14814814814815,18,2016,0,76.85185185185185,4,2025,4,6.018518518518518,20,2025,0,78.70370370370371,4,2025,4,21.296296296296298,4,2024,0,39.81481481481482,8,2025,4,60.18518518518518,4,2024,0,21.75925925925926,18,2025,4,78.24074074074075,4,2023,0,34.72222222222222,12,2024,0,67.12962962962963,5,2025,5,32.870370370370374,4,2016,0,29.166666666666668,12,2025,5,70.83333333333334
Cremonese,Serie A,Roma (Dom) - 23/11,-0.6000000000000001,"D, D, V, N, N","2,3,3,1,1",12,2025,0,70.73170731707317,5,2023,0,28.04878048780488,17,2018,4,71.95121951219512,4,2025,0,10.670731707317072,13,2023,0,70.1219512195122,4,2025,2,29.878048780487802,6,2025,0,42.073170731707314,11,2019,2,57.92682926829268,4,2025,0,22.865853658536587,17,2020,10,77.13414634146342,3,2024,0,32.926829268292686,9,2024,0,61.890243902439025,5,2025,3,38.109756097560975,4,2024,0,31.097560975609756,11,2025,11,68.90243902439023
Fiorentina,Serie A,Atalanta (Ext) - 30/11,-3.4000000000000004,"N, D, D, N, D","3,1,1,4,4",26,2016,2,75.33783783783784,5,2014,0,29.72972972972973,12,2025,12,70.27027027027027,2,2025,0,9.121621621621621,24,2013,2,73.98648648648648,5,2019,0,26.013513513513516,10,2017,2,52.36486486486487,7,2018,0,47.63513513513514,7,2012,2,27.027027027027028,19,2023,0,72.97297297297297,5,2018,0,27.87162162162162,19,2017,0,71.28378378378379,5,2018,1,28.716216216216218,5,2021,0,31.925675675675674,11,2011,1,68.07432432432432
Genoa,Serie A,Hellas Verona (Dom) - 29/11,2.6,"N, V, D, D, N","2,3,3,4,4",12,2021,4,66.72297297297297,6,2023,0,26.85810810810811,13,2021,8,73.1418918918919,3,2022,0,10.472972972972974,17,2020,8,68.75,6,2018,0,31.25,8,2020,4,45.27027027027027,9,2022,0,54.729729729729726,5,2012,2,25.675675675675674,23,2018,0,74.32432432432432,7,2022,0,28.716216216216218,16,2015,0,63.85135135135135,5,2016,1,36.14864864864865,4,2021,0,28.209459459459456,18,2018,1,71.79054054054053
Hellas Verona,Serie A,Parma (Dom) - 23/11,0.0,Pas assez de matchs,"0,4,4,3,0",3,2025,0,45.45454545454545,1,2025,1,27.27272727272727,3,2025,0,72.72727272727273,1,2025,1,27.27272727272727,3,2025,0,63.63636363636363,2,2025,1,36.36363636363637,3,2025,0,36.36363636363637,5,2025,1,63.63636363636363,2,2025,0,27.27272727272727,5,2025,2,72.72727272727273,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Inter,Serie A,Milan (Dom) - 23/11,16.599999999999998,"V, V, V, D, V","3,3,3,2,2",42,2024,26,84.45945945945947,6,2021,2,36.82432432432432,13,2017,0,63.17567567567568,1,2023,0,5.0675675675675675,23,2021,8,77.36486486486487,6,2019,0,22.635135135135133,12,2022,0,55.57432432432432,9,2019,2,44.42567567567568,10,2021,0,32.77027027027027,12,2021,6,67.22972972972973,5,2018,0,21.283783783783782,23,2024,0,69.25675675675676,4,2016,1,30.743243243243246,5,2021,0,33.44594594594595,13,2019,3,66.55405405405406
Juventus,Serie A,Cagliari (Dom) - 29/11,9.4,"N, V, V, D, D","4,3,3,0,0",44,2017,0,86.6554054054054,10,2018,2,44.5945945945946,20,2021,0,55.4054054054054,3,2024,2,5.574324324324325,46,2021,0,76.01351351351352,4,2024,2,23.986486486486484,11,2020,0,47.63513513513514,10,2025,2,52.36486486486487,6,2020,0,25.506756756756754,19,2024,4,74.49324324324324,6,2024,0,21.79054054054054,13,2021,0,67.9054054054054,5,2023,3,32.0945945945946,4,2024,0,32.939189189189186,11,2023,5,67.0608108108108
Lazio,Serie A,Lecce (Dom) - 23/11,7.800000000000001,"D, V, N, V, N","0,2,2,2,2",19,2021,0,79.22297297297297,8,2025,0,32.939189189189186,10,2024,2,67.0608108108108,2,2025,0,5.743243243243244,25,2021,4,79.22297297297297,6,2025,0,20.777027027027025,12,2020,0,54.391891891891895,10,2025,10,45.608108108108105,7,2017,0,29.72972972972973,12,2023,10,70.27027027027027,4,2018,0,20.43918918918919,17,2020,0,71.62162162162163,5,2025,1,28.37837837837838,10,2019,0,36.317567567567565,12,2025,11,63.682432432432435
Lecce,Serie A,Lazio (Ext) - 23/11,6.200000000000001,"N, V, D, D, N","1,1,1,0,0",15,2019,0,69.33701657458563,4,2025,4,23.204419889502763,23,2024,0,76.79558011049724,2,2025,2,7.734806629834254,13,2020,0,72.65193370165746,6,2025,6,27.348066298342545,11,2020,0,48.89502762430939,9,2025,6,51.10497237569061,5,2010,0,28.7292817679558,22,2023,6,71.27071823204419,4,2023,0,29.005524861878452,11,2022,0,66.85082872928176,4,2025,3,33.14917127071823,4,2022,0,33.70165745856354,14,2018,7,66.29834254143645
Milan,Serie A,Inter (Ext) - 23/11,8.600000000000001,"N, V, N, N, V","2,1,1,4,4",38,2021,10,83.27702702702703,6,2025,0,35.30405405405405,16,2018,2,64.69594594594594,2,2025,0,6.587837837837837,40,2021,2,76.18243243243244,5,2022,0,23.81756756756757,11,2024,2,52.36486486486487,7,2023,0,47.63513513513514,5,2024,2,29.054054054054053,15,2025,0,70.94594594594594,4,2018,0,24.83108108108108,16,2022,0,70.6081081081081,6,2018,1,29.39189189189189,5,2021,0,33.108108108108105,10,2021,1,66.8918918918919
Napoli,Serie A,Roma (Ext) - 30/11,5.800000000000001,"D, N, V, V, D","1,0,0,2,2",34,2021,0,83.27702702702703,6,2025,0,36.317567567567565,16,2024,2,63.682432432432435,2,2025,0,6.418918918918918,26,2017,2,79.3918918918919,4,2025,0,20.60810810810811,13,2015,0,55.4054054054054,6,2025,6,44.5945945945946,6,2017,0,32.263513513513516,15,2024,6,67.73648648648648,4,2013,0,21.4527027027027,10,2025,0,68.75,7,2025,7,31.25,6,2016,0,36.14864864864865,13,2025,13,63.85135135135135
Parma,Serie A,Verona (Ext) - 23/11,-1.4,"N, D, D, N, N","3,4,4,4,4",13,2020,6,70.0,4,2025,0,27.500000000000004,16,2020,6,72.5,4,2025,0,10.384615384615385,21,2021,6,72.88461538461539,6,2025,0,27.115384615384613,12,2020,6,49.03846153846153,11,2010,0,50.96153846153846,5,2024,4,29.615384615384617,18,2025,0,70.38461538461539,5,2025,0,29.230769230769234,12,2023,0,68.07692307692308,7,2025,1,31.92307692307692,8,2024,0,30.384615384615383,18,2025,1,69.61538461538461
Pisa,Serie A,Sassuolo (Ext) - 24/11,10.6,"V, N, N, N, N","0,4,4,1,1",28,2024,4,70.8904109589041,5,2022,2,30.47945205479452,12,2022,0,69.52054794520548,2,2025,0,13.013698630136986,18,2024,0,66.43835616438356,8,2017,2,33.56164383561644,6,2021,0,41.78082191780822,20,2017,2,58.21917808219178,5,2021,0,25.0,26,2017,2,75.0,4,2022,0,34.93150684931507,18,2024,0,65.41095890410958,4,2016,3,34.58904109589041,5,2021,0,28.08219178082192,24,2017,3,71.91780821917808
Roma,Serie A,Cremonese (Ext) - 23/11,9.8,"V, D, V, V, D","3,1,1,2,2",27,2017,2,83.44594594594594,7,2013,2,35.30405405405405,10,2018,0,64.69594594594594,1,2024,0,5.405405405405405,23,2020,2,76.01351351351352,8,2025,0,23.986486486486484,9,2024,0,52.53378378378378,11,2025,4,47.46621621621622,6,2017,0,32.939189189189186,23,2025,23,67.0608108108108,4,2015,0,22.12837837837838,22,2017,0,72.12837837837837,6,2025,1,27.87162162162162,6,2017,0,33.44594594594595,11,2025,11,66.55405405405406
Sassuolo,Serie A,Pisa (Dom) - 24/11,9.0,"V, D, V, D, N","3,3,3,3,3",19,2025,6,75.82781456953643,5,2025,2,25.165562913907287,26,2023,0,74.83443708609272,2,2025,0,7.119205298013245,26,2022,6,75.0,6,2025,0,25.0,13,2021,6,52.81456953642384,7,2025,0,47.18543046357616,5,2021,0,30.79470198675497,12,2025,12,69.20529801324503,4,2018,0,26.32450331125828,26,2022,0,71.8543046357616,5,2025,1,28.14569536423841,6,2014,0,35.9271523178808,13,2025,13,64.0728476821192
Torino,Serie A,Como (Dom) - 24/11,9.0,"N, N, N, V, V","0,4,4,0,0",14,2017,0,72.5,6,2019,2,28.000000000000004,20,2017,0,72.0,2,2025,2,10.0,21,2017,0,71.0,4,2025,2,28.999999999999996,8,2017,0,46.33333333333333,10,2025,2,53.666666666666664,8,2017,0,25.833333333333336,23,2024,2,74.16666666666667,5,2021,0,32.5,11,2023,0,64.33333333333333,5,2025,3,35.66666666666667,4,2017,0,26.666666666666668,18,2014,3,73.33333333333333
Udinese,Serie A,Parma (Ext) - 29/11,3.800000000000001,"D, V, D, V, N","4,1,1,2,2",13,2017,0,71.4527027027027,7,2011,0,26.351351351351347,14,2018,2,73.64864864864865,2,2025,0,7.601351351351352,14,2018,2,73.64864864864865,6,2019,0,26.351351351351347,7,2017,0,48.817567567567565,8,2011,4,51.182432432432435,4,2025,0,27.195945945945947,20,2024,4,72.80405405405406,4,2023,0,26.182432432432435,16,2017,0,70.94594594594594,4,2011,1,29.054054054054053,6,2018,0,33.44594594594595,11,2024,5,66.55405405405406
Alanyaspor,Süper Lig,Kasimpasa (Dom) - 23/11,4.6000000000000005,"N, N, D, V, N","2,0,0,2,2",14,2019,2,74.42528735632183,3,2025,0,23.850574712643677,16,2017,2,76.14942528735632,2,2025,0,5.459770114942529,18,2022,2,78.44827586206897,3,2019,0,21.551724137931032,8,2023,0,53.16091954022989,8,2025,8,46.839080459770116,5,2023,0,31.896551724137932,17,2025,8,68.10344827586206,5,2024,0,23.850574712643677,17,2017,0,69.82758620689656,7,2025,1,30.17241379310345,5,2017,0,35.63218390804598,25,2025,25,64.36781609195403
Antalyaspor,Süper Lig,Konyaspor (Ext) - 24/11,-0.9999999999999996,"D, V, D, D, D","4,1,1,4,4",13,2017,4,69.88416988416989,4,2016,0,25.28957528957529,16,2025,2,74.7104247104247,2,2022,0,9.652509652509652,15,2017,2,73.93822393822393,6,2012,0,26.061776061776058,6,2025,2,51.930501930501926,11,2021,0,48.06949806949807,6,2025,2,27.7992277992278,17,2025,0,72.2007722007722,7,2021,0,26.833976833976834,20,2019,0,67.18146718146718,6,2012,1,32.818532818532816,5,2023,0,32.625482625482626,13,2016,1,67.37451737451737
Besiktas,Süper Lig,Samsunspor (Dom) - 23/11,7.3999999999999995,"V, D, N, V, D","2,5,5,4,4",25,2021,15,84.57350272232304,5,2021,0,30.852994555353902,17,2012,6,69.1470054446461,2,2017,0,5.081669691470054,27,2025,27,80.58076225045372,4,2014,0,19.419237749546276,8,2025,4,57.16878402903811,8,2024,0,42.83121597096189,4,2025,4,32.48638838475499,14,2014,0,67.51361161524501,3,2022,0,23.41197822141561,16,2013,0,70.41742286751361,4,2013,1,29.58257713248639,7,2018,0,35.75317604355717,11,2014,1,64.24682395644284
Galatasaray,Süper Lig,Fenerbahçe (Ext) - 01/12,5.800000000000001,"D, N, V, V, N","4,0,0,1,1",32,2025,0,84.42028985507247,10,2025,0,36.95652173913043,11,2022,2,63.04347826086957,2,2025,0,5.978260869565218,24,2025,0,79.71014492753623,4,2025,4,20.28985507246377,12,2023,0,57.971014492753625,7,2015,4,42.028985507246375,5,2024,0,33.8768115942029,11,2011,4,66.12318840579711,3,2019,0,19.021739130434785,13,2024,0,71.01449275362319,5,2018,1,28.985507246376812,6,2024,0,39.311594202898554,11,2018,5,60.68840579710145
Gaziantep,Süper Lig,Eyüpspor (Dom) - 29/11,5.800000000000001,"N, N, D, V, V","4,0,0,4,4",26,2021,2,70.73170731707317,2,2025,0,21.951219512195124,21,2023,2,78.04878048780488,2,2025,0,6.097560975609756,22,2025,2,81.70731707317073,3,2024,0,18.29268292682927,16,2023,2,55.6910569105691,5,2021,0,44.3089430894309,4,2025,2,30.48780487804878,16,2023,0,69.51219512195121,4,2020,0,26.01626016260163,8,2020,0,58.94308943089431,14,2023,1,41.05691056910569,6,2024,0,30.48780487804878,15,2023,1,69.51219512195121
Istanbul Basaksehir,Süper Lig,Trabzonspor (Dom) - 24/11,0.0,Pas assez de matchs,"1,3,4,1,3",4,2025,4,81.81818181818183,2,2025,0,36.36363636363637,4,2025,1,63.63636363636363,1,2025,0,9.090909090909092,4,2025,1,72.72727272727273,1,2025,0,27.27272727272727,2,2025,1,45.45454545454545,2,2025,0,54.54545454545454,1,2025,0,9.090909090909092,8,2025,2,90.9090909090909,0,N/A,0,0.0,0,N/A,0,0.0,11,2025,11,100.0,0,N/A,0,0.0,11,2025,11,100.0
Kasimpasa,Süper Lig,Alanyaspor (Ext) - 23/11,-5.800000000000001,"D, D, N, D, N","2,5,5,2,2",18,2018,0,75.2895752895753,4,2025,0,22.00772200772201,17,2017,14,77.99227799227799,2,2025,0,6.94980694980695,23,2018,14,82.04633204633205,4,2025,0,17.953667953667953,13,2018,0,59.84555984555985,6,2025,2,40.15444015444015,8,2025,0,36.486486486486484,14,2025,2,63.51351351351351,4,2013,0,23.93822393822394,14,2021,0,74.32432432432432,4,2023,3,25.675675675675674,6,2020,0,38.996138996138995,13,2025,3,61.003861003861005
Kayserispor,Süper Lig,Çaykur Rizespor (Ext) - 29/11,1.4000000000000004,"D, V, N, D, D","4,5,5,6,6",17,2020,8,69.6911196911197,3,2025,0,23.166023166023166,29,2025,29,76.83397683397683,3,2016,0,6.563706563706563,29,2025,29,76.64092664092664,4,2016,0,23.35907335907336,10,2025,10,50.19305019305019,7,2020,0,49.80694980694981,10,2025,10,29.53667953667954,13,2012,0,70.46332046332047,4,2020,0,26.44787644787645,14,2023,0,66.98841698841699,7,2025,1,33.011583011583014,7,2023,0,32.432432432432435,20,2014,1,67.56756756756756
Kocaelispor,Süper Lig,Goztep (Ext) - 23/11,13.0,"V, D, V, V, V","2,1,1,1,1",10,2025,2,66.66666666666666,2,2025,2,25.0,14,2025,0,75.0,0,N/A,0,0.0,10,2025,0,58.333333333333336,4,2025,4,41.66666666666667,2,2025,0,25.0,6,2025,6,75.0,2,2025,0,25.0,6,2025,6,75.0,1,2025,0,8.333333333333332,1,2025,0,20.833333333333336,5,2025,1,79.16666666666666,1,2025,0,12.5,11,2025,11,87.5
Konyaspor,Süper Lig,Antalyaspor (Dom) - 24/11,-4.200000000000001,"D, D, V, D, D","3,4,4,2,2",19,2025,0,72.2567287784679,6,2022,0,28.57142857142857,19,2025,19,71.42857142857143,2,2022,0,9.937888198757763,26,2025,26,71.84265010351967,5,2022,0,28.157349896480333,9,2022,0,45.3416149068323,7,2015,2,54.6583850931677,4,2020,0,24.22360248447205,21,2017,2,75.77639751552795,6,2019,0,30.641821946169774,15,2022,0,61.49068322981367,8,2018,1,38.50931677018634,5,2014,0,30.848861283643892,14,2019,1,69.15113871635612
Samsunspor,Süper Lig,Besiktas (Ext) - 23/11,16.6,"V, V, N, V, N","2,4,4,1,1",13,2025,8,70.45454545454545,2,2025,2,29.545454545454547,9,2023,0,70.45454545454545,2,2025,0,9.848484848484848,14,2012,0,72.72727272727273,5,2011,2,27.27272727272727,6,2012,0,46.96969696969697,7,2024,2,53.03030303030303,4,2025,0,25.757575757575758,17,2024,2,74.24242424242425,3,2024,0,23.484848484848484,14,2012,0,65.9090909090909,3,2025,3,34.090909090909086,4,2023,0,24.242424242424242,16,2025,3,75.75757575757575
Trabzonspor,Süper Lig,Buyuksehyr (Ext) - 24/11,11.4,"N, N, V, V, V","2,0,0,2,2",25,2021,2,80.61594202898551,7,2025,0,32.608695652173914,16,2019,2,67.3913043478261,2,2025,0,7.971014492753622,19,2020,2,75.72463768115942,6,2025,0,24.27536231884058,11,2012,0,53.80434782608695,13,2025,6,46.19565217391305,7,2017,0,33.51449275362319,16,2022,8,66.48550724637681,5,2024,0,25.905797101449274,16,2023,0,68.29710144927536,6,2018,1,31.70289855072464,4,2021,0,33.51449275362319,17,2025,7,66.48550724637681
